State ,City,Location,Month,Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,RainFall,CropType
California,Thousand Oaks,34°11′N 118°52′W / 34.19°N 118.87°W,January,92,43,75,70.741498,74,6,146.6,kidneybeans
Texas,Abilene,32°27′N 99°44′W / 32.45°N 99.74°W,January,70,46,72,45.37733574,85,3,73.5,blackgram
California,Vallejo,38°07′N 122°16′W / 38.11°N 122.26°W,January,71,84,40,69.68910084,70,4,103.2,banana
California,Concord,37°58′N 122°00′W / 37.97°N 122.00°W,January,92,51,77,79.9389074,85,7,105.2,papaya
Texas,Round Rock,30°32′N 97°40′W / 30.53°N 97.66°W,January,69,54,46,69.8428723,84,8,102.1,pomegranate
Colorado,Arvada,39°50′N 105°09′W / 39.83°N 105.15°W,January,86,71,56,51.88642704,70,7,129.9,apple
California,Clovis,36°50′N 119°41′W / 36.83°N 119.68°W,January,65,61,59,65.99281236,82,8,54.8,kidneybeans
Florida,Palm Bay,27°58′N 80°40′W / 27.96°N 80.66°W,January,69,79,61,50.52067914,85,6,94.3,mothbeans
Missouri,Independence,39°05′N 94°21′W / 39.09°N 94.35°W,January,79,47,78,77.16526503,72,3,110.6,orange
Louisiana,Lafayette,30°13′N 92°02′W / 30.21°N 92.03°W,January,77,84,53,77.24560872,80,8,91.9,papaya
Michigan,Ann Arbor,42°17′N 83°44′W / 42.28°N 83.73°W,January,86,62,74,71.10554743,68,6,84.7,watermelon
Minnesota,Rochester,44°01′N 92°29′W / 44.02°N 92.48°W,January,92,68,75,45.69742949,68,7,90.4,lentil
Connecticut,Hartford,41°46′N 72°41′W / 41.77°N 72.68°W,January,73,56,51,52.85739119,68,5,99.4,blackgram
Texas,College Station,30°35′N 96°18′W / 30.59°N 96.30°W,January,65,67,60,57.11458619,85,3,63.2,mango
California,Fairfield,38°16′N 122°02′W / 38.26°N 122.03°W,January,65,65,43,75.47391533,66,8,75.4,cotton
North Carolina,Wilmington,34°13′N 77°53′W / 34.21°N 77.89°W,January,87,71,43,64.69530834,75,3,126.6,cotton
South Carolina,North Charleston,32°55′N 80°04′W / 32.92°N 80.07°W,January,67,43,58,68.6286883,75,5,82.6,muskmelon
Montana,Billings,45°47′N 108°33′W / 45.79°N 108.55°W,January,81,69,69,54.33186981,72,7,108,grapes
Florida,West Palm Beach,26°45′N 80°08′W / 26.75°N 80.13°W,January,69,79,63,66.03901196,76,7,98.8,apple
California,Berkeley,37°52′N 122°18′W / 37.87°N 122.30°W,January,67,55,73,64.87467767,75,3,123.8,jute
Massachusetts,Cambridge,42°23′N 71°07′W / 42.38°N 71.12°W,January,78,81,76,57.70043827,82,6,134.5,cotton
Florida,Clearwater,27°59′N 82°46′W / 27.98°N 82.77°W,January,93,72,67,54.79392388,70,6,100.6,orange
Utah,West Jordan,40°36′N 112°00′W / 40.60°N 112.00°W,January,84,51,52,55.41697088,71,5,80.2,pomegranate
Indiana,Evansville,37°59′N 87°32′W / 37.99°N 87.53°W,January,66,68,80,56.18362842,72,7,105.7,maize
Texas,Richardson,32°58′N 96°43′W / 32.97°N 96.71°W,January,73,64,63,55.17905406,72,5,123.9,apple
Oklahoma,Broken Arrow,36°02′N 95°47′W / 36.04°N 95.78°W,January,84,50,47,70.64347382,68,3,50.7,pomegranate
California,Richmond,37°57′N 122°22′W / 37.95°N 122.36°W,January,65,53,83,64.40419935,65,3,44.1,pomegranate
Texas,League City,29°29′N 95°07′W / 29.49°N 95.11°W,January,66,46,40,62.67590281,84,7,42.8,jute
New Hampshire,Manchester,42°59′N 71°26′W / 42.98°N 71.44°W,January,68,76,61,73.94675796,77,8,91.3,apple
Florida,Lakeland,28°04′N 81°57′W / 28.06°N 81.95°W,January,90,73,81,57.57373628,76,8,80,banana
California,Carlsbad,33°08′N 117°17′W / 33.13°N 117.28°W,January,71,81,79,77.03525381,69,3,52.8,jute
California,Antioch,37°59′N 121°48′W / 37.98°N 121.80°W,January,77,64,75,62.80947651,65,3,130.5,apple
Colorado,Westminster,39°53′N 105°04′W / 39.88°N 105.06°W,January,82,66,83,51.39742271,85,3,73.3,blackgram
North Carolina,High Point,35°59′N 79°59′W / 35.99°N 79.99°W,January,92,53,68,48.31940726,82,5,47.4,mango
Utah,Provo,40°15′N 111°39′W / 40.25°N 111.65°W,January,84,44,79,62.30890611,85,5,146.2,rice
Massachusetts,Lowell,42°38′N 71°19′W / 42.64°N 71.32°W,January,73,68,55,55.8515553,74,6,137.7,cotton
Illinois,Elgin,42°02′N 88°20′W / 42.04°N 88.33°W,January,93,63,49,70.37688092,71,8,51,pomegranate
Connecticut,Waterbury,41°34′N 73°02′W / 41.56°N 73.04°W,January,74,59,75,79.1332222,76,8,146.7,kidneybeans
Illinois,Springfield,39°47′N 89°38′W / 39.79°N 89.64°W,January,79,80,79,66.31515312,68,5,114.6,pigeonpeas
Oregon,Gresham,45°30′N 122°26′W / 45.50°N 122.44°W,January,84,40,54,49.05712673,69,5,40.6,orange
California,Murrieta,33°34′N 117°11′W / 33.57°N 117.19°W,January,91,59,42,51.64355046,80,3,68.7,jute
Texas,Lewisville,33°03′N 96°59′W / 33.05°N 96.98°W,January,69,67,61,61.27114137,78,5,58.8,lentil
New Mexico,Las Cruces,32°20′N 106°47′W / 32.33°N 106.79°W,January,92,46,76,47.4083963,69,6,65.6,apple
Michigan,Lansing,42°43′N 84°34′W / 42.71°N 84.56°W,January,82,67,73,63.71419471,66,3,75.3,apple
Texas,Beaumont,30°05′N 94°09′W / 30.08°N 94.15°W,January,68,77,54,76.77544338,66,6,79.7,rice
Texas,Odessa,31°53′N 102°21′W / 31.88°N 102.35°W,January,71,75,64,45.24823408,77,6,144.6,watermelon
Colorado,Pueblo,38°16′N 104°37′W / 38.27°N 104.61°W,January,86,67,57,65.50402662,72,7,88.8,jute
Illinois,Peoria,40°45′N 89°37′W / 40.75°N 89.62°W,January,71,79,59,68.7390649,70,6,81.1,pomegranate
California,Downey,33°56′N 118°08′W / 33.94°N 118.13°W,January,68,49,68,79.05439676,75,6,88.5,muskmelon
Florida,Pompano Beach,26°14′N 80°08′W / 26.24°N 80.13°W,January,66,64,81,62.30171894,66,4,130.8,lentil
Florida,Miami Gardens,25°57′N 80°14′W / 25.95°N 80.24°W,January,82,55,79,46.93514581,67,4,80.3,mothbeans
California,Temecula,33°29′N 117°08′W / 33.49°N 117.13°W,January,91,66,81,52.55703068,81,8,118.4,blackgram
Washington,Everett,47°57′N 122°11′W / 47.95°N 122.19°W,January,83,57,41,74.79567889,76,8,44,apple
California,Costa Mesa,33°40′N 117°55′W / 33.67°N 117.91°W,January,74,50,66,67.38133356,75,6,90.2,muskmelon
California,Ventura,34°16′N 119°15′W / 34.27°N 119.25°W,January,79,85,66,58.79598995,74,4,73.2,mango
Nevada,Sparks,39°34′N 119°43′W / 39.57°N 119.72°W,January,93,57,53,75.67084994,67,7,47.4,papaya
California,Santa Maria,34°56′N 120°26′W / 34.93°N 120.44°W,January,71,42,44,68.89987879,73,8,78,mungbean
Texas,Sugar Land,29°35′N 95°38′W / 29.59°N 95.63°W,January,92,56,61,61.48545926,80,4,84,banana
Colorado,Greeley,40°25′N 104°46′W / 40.41°N 104.77°W,January,85,77,70,48.00000336,68,7,52.4,rice
Georgia,South Fulton,33°40′N 84°34′W / 33.66°N 84.57°W,January,87,68,75,76.50414141,66,7,140.1,jute
Michigan,Dearborn,42°19′N 83°13′W / 42.31°N 83.21°W,January,84,50,83,75.77963802,70,3,52.2,watermelon
North Carolina,Concord,35°23′N 80°38′W / 35.39°N 80.64°W,January,65,56,65,57.47458528,85,4,59.9,mungbean
New Jersey,Edison,40°30′N 74°21′W / 40.50°N 74.35°W,January,66,56,45,79.21212446,65,3,135.9,lentil
Texas,Tyler,32°19′N 95°19′W / 32.32°N 95.31°W,January,70,56,72,69.52910671,67,4,143.9,orange
Georgia,Sandy Springs,33°56′N 84°22′W / 33.93°N 84.37°W,January,87,83,44,68.3938343,80,4,41.6,grapes
California,West Covina,34°04′N 117°55′W / 34.06°N 117.91°W,January,68,68,72,63.46673663,68,3,101.6,papaya
Wisconsin,Green Bay,44°31′N 87°59′W / 44.52°N 87.99°W,January,76,55,66,52.57906761,82,8,148.7,jute
Colorado,Centennial,39°35′N 104°52′W / 39.59°N 104.87°W,January,72,85,56,61.94859291,69,4,107.6,papaya
California,Jurupa Valley,34°00′N 117°28′W / 34.00°N 117.47°W,January,81,43,52,50.10502252,72,5,121,blackgram
California,El Monte,34°04′N 118°02′W / 34.07°N 118.03°W,January,67,77,60,51.69877106,66,4,128.2,mothbeans
Texas,Allen,33°07′N 96°40′W / 33.11°N 96.67°W,January,76,59,50,50.50270722,77,7,53.4,mungbean
Oregon,Hillsboro,45°32′N 122°56′W / 45.53°N 122.94°W,January,70,40,81,65.79286751,69,4,71.7,maize
California,Menifee,33°41′N 117°11′W / 33.69°N 117.18°W,January,92,73,43,79.47924307,66,7,133.8,maize
Idaho,Nampa,43°35′N 116°34′W / 43.58°N 116.56°W,January,87,71,75,46.60287999,81,4,111.9,kidneybeans
Washington,Spokane Valley,47°40′N 117°14′W / 47.66°N 117.23°W,January,67,47,69,52.31796144,82,6,103.5,papaya
New Mexico,Rio Rancho,35°17′N 106°42′W / 35.29°N 106.70°W,January,88,48,74,64.37083659,79,4,45.5,pomegranate
Massachusetts,Brockton,42°05′N 71°01′W / 42.08°N 71.02°W,January,89,43,47,74.04993405,70,5,103.5,grapes
California,El Cajon,32°48′N 116°58′W / 32.80°N 116.96°W,January,83,50,64,70.04579734,67,7,54,muskmelon
California,Burbank,34°11′N 118°20′W / 34.19°N 118.33°W,January,77,75,46,58.64688185,66,8,114.1,banana
California,Inglewood,33°58′N 118°20′W / 33.96°N 118.34°W,January,92,75,51,64.08155361,85,8,60.7,rice
Washington,Renton,47°29′N 122°11′W / 47.48°N 122.19°W,January,92,40,44,75.13000411,85,6,104.8,papaya
Florida,Davie,26°05′N 80°17′W / 26.08°N 80.28°W,January,88,67,75,75.42596532,85,3,51.6,mothbeans
California,Rialto,34°07′N 117°23′W / 34.12°N 117.39°W,January,71,67,51,49.737696,67,5,53,mungbean
Colorado,Boulder,40°01′N 105°15′W / 40.02°N 105.25°W,January,73,83,44,70.54335135,73,7,105,muskmelon
Indiana,South Bend,41°41′N 86°16′W / 41.68°N 86.27°W,January,70,74,49,53.15348887,71,8,109,orange
New Jersey,Woodbridge,40°34′N 74°17′W / 40.56°N 74.29°W,January,67,58,71,63.29349187,66,3,112.3,papaya
California,Vacaville,38°22′N 121°58′W / 38.36°N 121.97°W,January,75,54,49,65.5247115,83,7,98,orange
Texas,Wichita Falls,33°55′N 98°32′W / 33.91°N 98.53°W,January,84,71,51,68.44739431,65,3,100.6,jute
Missouri,Lee's Summit,38°55′N 94°23′W / 38.92°N 94.38°W,January,83,63,72,76.85142502,68,4,47.5,papaya
Texas,Edinburg,26°19′N 98°10′W / 26.32°N 98.16°W,January,83,84,48,76.44565327,66,5,118.7,pomegranate
California,Chico,39°46′N 121°49′W / 39.76°N 121.82°W,January,78,42,45,70.14147496,81,7,113.1,mango
California,San Mateo,37°34′N 122°19′W / 37.56°N 122.31°W,January,67,58,72,68.23733396,79,4,134.3,banana
Oregon,Bend,44°04′N 121°19′W / 44.06°N 121.31°W,January,93,45,78,58.02814594,70,6,83.6,kidneybeans
Arizona,Goodyear,33°15′N 112°22′W / 33.25°N 112.37°W,January,88,66,43,53.87752006,68,7,45.5,maize
Arizona,Buckeye,33°26′N 112°38′W / 33.43°N 112.64°W,January,74,68,73,76.9962171,85,4,52,pigeonpeas
California,Daly City,37°41′N 122°28′W / 37.69°N 122.47°W,January,69,71,82,73.32581912,70,4,145,cotton
Indiana,Fishers,39°58′N 85°58′W / 39.96°N 85.97°W,January,90,70,80,77.10197338,73,7,71,banana
Massachusetts,Quincy,42°16′N 71°01′W / 42.26°N 71.01°W,January,67,69,54,79.74982104,72,8,84.5,pigeonpeas
Iowa,Davenport,41°34′N 90°36′W / 41.56°N 90.60°W,January,79,61,75,62.96563576,72,7,85.4,rice
California,Hesperia,34°24′N 117°19′W / 34.40°N 117.32°W,January,74,66,54,76.87970555,73,4,58.8,blackgram
Massachusetts,New Bedford,41°40′N 70°56′W / 41.66°N 70.94°W,January,72,74,47,56.89725607,80,3,113.5,muskmelon
Massachusetts,Lynn,42°28′N 70°58′W / 42.47°N 70.96°W,January,75,71,81,51.09141195,77,5,142.6,grapes
Indiana,Carmel,39°58′N 86°09′W / 39.97°N 86.15°W,January,82,45,62,46.0532395,85,3,44.6,blackgram
Colorado,Longmont,40°10′N 105°06′W / 40.17°N 105.10°W,January,78,46,45,67.64333071,66,8,44.3,mango
Alabama,Tuscaloosa,33°14′N 87°32′W / 33.23°N 87.53°W,January,76,42,56,59.28243343,76,5,149.3,pomegranate
California,Norwalk,33°55′N 118°05′W / 33.91°N 118.08°W,February,71,45,65,45.85927197,78,5,77.2,mothbeans
New York,New York,40°40′N 73°56′W / 40.66°N 73.94°W,February,78,52,47,64.26354539,82,8,88.9,grapes
California,Los Angeles,34°01′N 118°25′W / 34.02°N 118.41°W,February,72,74,83,61.00509933,78,5,70.5,banana
Illinois,Chicago,41°50′N 87°41′W / 41.84°N 87.68°W,February,84,52,72,73.04484312,68,7,132.4,muskmelon
Texas,Houston,29°47′N 95°23′W / 29.79°N 95.39°W,February,71,43,41,54.62019232,82,6,57.2,watermelon
Arizona,Phoenix,33°34′N 112°05′W / 33.57°N 112.09°W,February,70,50,49,45.47578398,65,5,148.8,mungbean
Pennsylvania,Philadelphia,40°01′N 75°08′W / 40.01°N 75.13°W,February,93,62,69,67.80728959,84,8,81.9,blackgram
Texas,San Antonio,29°28′N 98°31′W / 29.46°N 98.52°W,February,80,44,64,75.8155972,67,5,132.7,jute
California,San Diego,32°49′N 117°08′W / 32.81°N 117.14°W,February,71,79,63,47.33398713,81,4,83.7,mothbeans
Texas,Dallas,32°47′N 96°46′W / 32.79°N 96.77°W,February,65,54,55,53.41188346,83,3,81.5,jute
California,San Jose,37°18′N 121°49′W / 37.30°N 121.81°W,February,81,53,51,60.81562319,67,5,76.8,mango
Texas,Austin,30°18′N 97°45′W / 30.30°N 97.75°W,February,71,66,74,64.48920441,82,5,44.4,pomegranate
Florida,Jacksonville,30°20′N 81°40′W / 30.34°N 81.66°W,February,66,73,60,49.75341877,76,3,138.3,grapes
Texas,Fort Worth,32°47′N 97°21′W / 32.78°N 97.35°W,February,81,51,85,64.8634273,66,5,83.5,cotton
Ohio,Columbus,39°59′N 82°59′W / 39.99°N 82.99°W,February,90,80,71,63.08079915,72,5,149.8,rice
Indiana,Indianapolis,39°47′N 86°09′W / 39.78°N 86.15°W,February,92,52,70,51.68115876,81,4,60.9,lentil
North Carolina,Charlotte,35°13′N 80°50′W / 35.21°N 80.83°W,February,84,41,68,56.97019882,75,3,60.6,papaya
California,San Francisco,37°44′N 123°02′W / 37.73°N 123.03°W,February,85,43,49,77.77574034,74,4,53.2,rice
Washington,Seattle,47°37′N 122°21′W / 47.62°N 122.35°W,February,65,47,43,56.56381941,66,5,44.6,blackgram
Colorado,Denver,39°46′N 104°53′W / 39.76°N 104.88°W,February,69,62,44,61.64532859,78,5,128.5,maize
Oklahoma,Oklahoma City,35°28′N 97°31′W / 35.47°N 97.51°W,February,88,58,41,51.78112958,68,8,83.8,chickpea
Tennessee,Nashville,36°10′N 86°47′W / 36.17°N 86.79°W,February,86,49,75,56.95957267,68,7,51.1,banana
Texas,El Paso,31°51′N 106°26′W / 31.85°N 106.43°W,February,70,68,83,71.58802845,66,4,53.6,jute
District of Columbia,Washington,38°54′N 77°01′W / 38.90°N 77.02°W,February,76,56,51,55.15614055,71,7,57.1,watermelon
Massachusetts,Boston,42°20′N 71°01′W / 42.34°N 71.02°W,February,89,85,70,59.99281053,66,5,54.1,banana
Nevada,Las Vegas,36°14′N 115°16′W / 36.23°N 115.26°W,February,70,48,58,78.00543715,66,8,116.7,mungbean
Oregon,Portland,45°32′N 122°39′W / 45.54°N 122.65°W,February,86,74,57,71.07490932,76,7,140.1,grapes
Michigan,Detroit,42°23′N 83°06′W / 42.38°N 83.10°W,February,65,58,53,63.33018171,72,3,127.7,mungbean
Kentucky,Louisville,38°10′N 85°39′W / 38.17°N 85.65°W,February,88,82,80,58.75029573,71,3,104,cotton
Tennessee,Memphis,35°07′N 89°58′W / 35.11°N 89.97°W,February,80,76,69,79.34131974,85,3,111.9,muskmelon
Maryland,Baltimore,39°18′N 76°37′W / 39.30°N 76.61°W,February,82,51,61,48.80040462,65,8,41.9,mungbean
Wisconsin,Milwaukee,43°04′N 87°58′W / 43.06°N 87.97°W,February,67,61,41,56.0797265,84,8,90.2,papaya
New Mexico,Albuquerque,35°06′N 106°39′W / 35.10°N 106.65°W,February,86,65,42,62.3486994,65,4,89,apple
California,Fresno,36°47′N 119°47′W / 36.78°N 119.79°W,February,69,48,48,52.93692371,73,5,74.2,muskmelon
Arizona,Tucson,32°09′N 110°52′W / 32.15°N 110.87°W,February,71,72,50,78.07260264,69,7,93.1,grapes
California,Sacramento,38°34′N 121°28′W / 38.57°N 121.47°W,February,80,85,79,73.88353896,83,4,133.4,pomegranate
Arizona,Mesa,33°24′N 111°43′W / 33.40°N 111.72°W,February,67,42,74,72.19592952,66,3,130.5,mango
Missouri,Kansas City,39°07′N 94°34′W / 39.12°N 94.56°W,February,69,66,71,70.97102193,67,4,133.8,apple
Georgia,Atlanta,33°46′N 84°25′W / 33.76°N 84.42°W,February,85,57,48,53.62475201,77,8,127,muskmelon
Nebraska,Omaha,41°16′N 96°03′W / 41.26°N 96.05°W,February,71,80,42,72.41802958,68,5,90.1,jute
Colorado,Colorado Springs,38°52′N 104°46′W / 38.87°N 104.76°W,February,78,49,84,70.77077472,78,4,105.2,maize
North Carolina,Raleigh,35°50′N 78°38′W / 35.83°N 78.64°W,February,86,41,44,79.34130367,73,6,128,orange
Virginia,Virginia Beach,36°47′N 76°02′W / 36.78°N 76.03°W,February,92,43,79,69.67584587,66,6,118.4,grapes
California,Long Beach,33°47′N 118°10′W / 33.78°N 118.17°W,February,73,52,71,76.30653536,81,6,66.4,muskmelon
Florida,Miami,25°47′N 80°13′W / 25.78°N 80.21°W,February,79,63,65,46.93505113,79,5,88.7,orange
California,Oakland,37°46′N 122°14′W / 37.77°N 122.23°W,February,80,45,44,55.30501274,78,4,42.1,mungbean
Minnesota,Minneapolis,44°58′N 93°16′W / 44.96°N 93.27°W,February,66,52,80,54.36367389,81,3,135.3,maize
Oklahoma,Tulsa,36°08′N 95°54′W / 36.13°N 95.90°W,February,74,73,40,49.76008867,74,4,149.6,papaya
California,Bakersfield,35°21′N 119°02′W / 35.35°N 119.04°W,February,74,59,43,78.10860254,74,5,140.9,lentil
Kansas,Wichita,37°41′N 97°21′W / 37.69°N 97.35°W,February,84,65,67,52.97630142,79,7,104.6,papaya
Texas,Arlington,32°42′N 97°07′W / 32.70°N 97.12°W,February,66,55,60,46.51193199,65,3,85.1,kidneybeans
Colorado,Aurora,39°42′N 104°43′W / 39.70°N 104.72°W,February,91,49,72,74.66963748,72,7,107,chickpea
Florida,Tampa,27°58′N 82°28′W / 27.97°N 82.47°W,February,83,61,45,77.70064931,75,7,95.1,maize
Louisiana,New Orleans,30°03′N 89°56′W / 30.05°N 89.93°W,February,83,71,85,49.25382152,71,4,128.8,mothbeans
Ohio,Cleveland,41°29′N 81°41′W / 41.48°N 81.68°W,February,65,81,51,68.33360907,74,4,101.6,cotton
California,Anaheim,33°52′N 117°46′W / 33.86°N 117.76°W,February,75,60,84,48.66192615,75,7,104.1,muskmelon
Hawaii,Honolulu,21°19′N 157°51′W / 21.32°N 157.85°W,February,77,45,76,57.52681682,69,7,112.7,maize
Nevada,Henderson,36°01′N 115°02′W / 36.01°N 115.04°W,February,93,71,77,74.43804763,65,8,111.3,muskmelon
California,Stockton,37°59′N 121°19′W / 37.98°N 121.31°W,February,85,51,53,62.2274223,76,5,103.3,cotton
Kentucky,Lexington,38°02′N 84°28′W / 38.04°N 84.46°W,February,78,73,84,61.3740935,82,7,118,cotton
Texas,Corpus Christi,27°45′N 97°10′W / 27.75°N 97.17°W,February,68,63,55,77.77202069,71,5,96.9,jute
California,Riverside,33°56′N 117°23′W / 33.94°N 117.39°W,February,75,51,56,73.79511961,78,7,126.7,rice
California,Santa Ana,33°44′N 117°53′W / 33.74°N 117.88°W,February,72,60,83,68.34798634,78,8,43.2,kidneybeans
Florida,Orlando,28°25′N 81°15′W / 28.41°N 81.25°W,February,91,73,65,78.89824064,82,8,64.9,kidneybeans
California,Irvine,33°41′N 117°46′W / 33.68°N 117.77°W,February,67,64,64,69.060856,71,6,80.3,maize
Ohio,Cincinnati,39°08′N 84°31′W / 39.14°N 84.51°W,February,87,75,43,69.76138423,69,4,127.8,papaya
New Jersey,Newark,40°43′N 74°10′W / 40.72°N 74.17°W,February,73,64,59,62.19038446,81,8,72.1,pomegranate
Minnesota,Saint Paul,44°57′N 93°06′W / 44.95°N 93.10°W,February,93,77,68,79.69525178,75,5,41.8,jute
Pennsylvania,Pittsburgh,40°26′N 79°59′W / 40.44°N 79.98°W,February,80,83,71,72.5205208,68,6,69.7,grapes
North Carolina,Greensboro,36°06′N 79°50′W / 36.10°N 79.83°W,February,69,42,55,69.52276295,83,3,79.6,lentil
Missouri,St. Louis,38°38′N 90°14′W / 38.64°N 90.24°W,February,73,46,63,73.24283349,70,8,50,mango
Nebraska,Lincoln,40°49′N 96°41′W / 40.81°N 96.68°W,February,83,56,58,72.47044313,71,3,132.6,pomegranate
Texas,Plano,33°03′N 96°45′W / 33.05°N 96.75°W,February,86,66,75,68.98262371,71,8,56.4,pigeonpeas
Alaska,Anchorage,61°10′N 149°17′W / 61.17°N 149.28°W,February,72,44,85,64.56309719,70,3,47.2,pomegranate
North Carolina,Durham,35°59′N 78°54′W / 35.98°N 78.90°W,February,93,76,68,58.31435996,69,7,47.9,maize
New Jersey,Jersey City,40°43′N 74°04′W / 40.71°N 74.06°W,February,81,84,46,76.1299309,65,4,84.7,pigeonpeas
Arizona,Chandler,33°17′N 111°51′W / 33.28°N 111.85°W,February,89,45,66,57.58137551,84,6,61.7,jute
California,Chula Vista,32°38′N 117°01′W / 32.63°N 117.02°W,February,77,41,60,52.65952951,65,6,147.9,pomegranate
New York,Buffalo,42°53′N 78°52′W / 42.89°N 78.86°W,February,77,69,57,66.74236203,72,5,147.1,orange
Nevada,North Las Vegas,36°17′N 115°05′W / 36.28°N 115.09°W,February,69,72,70,74.97767731,67,7,103.5,kidneybeans
